PH level (0-14),Hardness (mg/L),Dissolved Oxygen (mg/L),Biological Oxygen Demand (mg/L),Heavy Metals (mg/L),Nitrates (mg/L),Phosphates (mg/L),Turbidity (NTU),Conductivity (µ/cm),Water Type Probability
6.46,95.58,13.73,24.28,0.3711,49.36,3.6,97.13,761.91,Inorganic
6.24,248.84,5.53,26.69,0.048,13.26,2.83,99.75,1279.97,Inorganic
5.64,280.79,6.87,29.71,0.2762,26.57,4.11,91.92,1215.46,Inorganic
7.76,460.84,12,3.7,0.2061,37.52,1.16,26.08,1214.44,Organic
7.58,98.5,5.34,17.1,0.3518,25.84,0.35,60.04,394.03,Inorganic
6.99,432.75,5.74,8.89,0.0345,15.86,0.7,57.35,1366.29,Inorganic
8.4,446.23,10.92,25.49,0.1404,5.48,0.75,46.89,1319.94,Inorganic
7.74,251.88,9.03,15.4,0.4348,44.24,0.35,41,75.03,Organic
7.39,355.08,8.8,17.93,0.1869,41.35,0.94,1.49,475.18,Organic
7.67,186.81,2.14,27.89,0.1815,32.12,2.46,31.94,633.6,Inorganic
6.79,350.91,13.32,23.15,0.3556,45.9,1,3.52,118.27,Organic
5.73,272.27,5.07,25.08,0.4883,21.11,2.36,50.88,774.21,Inorganic
8.81,352.35,12.91,29.98,0.258,13.33,0.18,62.68,1199.74,Inorganic
7.07,244.59,10.05,24.61,0.1537,31.08,1.16,40.54,186.29,Inorganic
5.69,208.47,8.85,25.87,0.0133,15.6,1.14,28.28,697.61,Inorganic
6.16,481.16,13.38,24.14,0.4864,35.05,2.97,68.07,1282.07,Inorganic
6.5,268.82,9.37,3,0.4856,20.15,4.88,74.87,1249.63,Organic
8.5,393.95,4.23,21.36,0.2294,20.84,2.43,35.29,1808.13,Inorganic
6.08,489.79,5.71,26.33,0.4965,18.53,3.14,39.09,767.82,Inorganic
7.64,452.53,5.63,4.94,0.3664,41.87,1.75,33.94,79.64,Organic
8.3,223.83,6.05,9.43,0.0461,18.14,4.76,63.64,1348,Inorganic
7.26,153.55,3.33,15.47,0.4131,33.25,0.67,93.18,1571.43,Inorganic
5.56,87.02,8.7,16.82,0.1516,42.89,2.17,99.16,545.41,Inorganic
5.81,230.63,7.47,27.78,0.0911,27.41,0.72,60.16,810.87,Inorganic
7.52,320.66,10.43,20.21,0.2479,17.54,3.82,22.48,1451.59,Inorganic
8.69,409.27,5.97,20.26,0.1985,20.41,3.18,99.8,56.11,Inorganic
5.9,127.31,11.23,17.64,0.4789,34.66,4.92,2.77,1697.56,Organic
7.35,77.28,6.83,2.46,0.4735,39.09,4.77,15.05,408.49,Organic
6.19,101.68,7.68,24.93,0.4993,14.74,2.98,21.63,1587,Inorganic
5.78,490.41,9.4,3.09,0.2753,49.25,4.63,23.57,1647.06,Organic
7.32,385.55,7.78,12.3,0.2837,13.44,4.71,51.1,362.26,Inorganic
5.7,66.31,6.19,8.12,0.1063,12.05,3.42,99.69,1017.7,Inorganic
6.78,151.7,10.19,27.9,0.1134,2.98,4.92,36.88,328.71,Inorganic
5.67,494.12,6.29,25.82,0.3534,13.72,2.72,78.47,1393.43,Inorganic
6.55,93.15,6.12,27.74,0.2058,31.11,3.44,69.69,1779.42,Inorganic
7.28,403.29,8.49,1.88,0.2008,39.02,1.64,30.84,324,Organic
5.67,441.98,6.86,2.68,0.2549,33.79,4.9,50.16,943.7,Organic
6.22,110.8,11.92,13.29,0.1195,29.83,4.67,2.78,161.96,Organic
6.63,357.79,13.1,19.03,0.4129,3.55,4.09,94.81,855.17,Inorganic
7.67,113.97,9.24,18.82,0.0731,2.41,1.3,30.55,294.43,Inorganic
7.99,73.23,9.49,11.29,0.3819,18.75,1.07,35.83,1611.35,Inorganic
8.89,401.34,5.42,20.74,0.0574,43.84,0.43,90.22,214.17,Inorganic
5.72,378.94,2.66,2.61,0.4117,13.35,0.37,86.61,651.96,Inorganic
8.1,483.99,12.12,5.07,0.3708,44.64,0.29,99.86,1516.16,Organic
6.35,266,12.55,8.32,0.2526,35.63,4.08,6.52,57.27,Organic
6.11,315.26,6.42,18.99,0.126,23.68,1.63,96.5,1770.53,Inorganic
5.72,291.08,8.69,3.61,0.1489,9.44,0.66,84.22,386.34,Inorganic
5.79,322.76,11.64,7.61,0.4097,31.72,4.74,71.87,488.2,Organic
7.95,277.31,9.95,3.19,0.084,35.97,4.7,29.7,1838.39,Organic
8.48,139.49,2.29,10.74,0.2451,18.93,1.23,46.5,340.67,Inorganic
7.39,114.46,13.12,13.17,0.4644,42.73,0.92,1.67,638.39,Organic
8.44,268.01,11.71,16.15,0.0558,3.71,3.33,49.21,1867.67,Inorganic
7.54,239.85,5.31,26.36,0.4867,20.66,2.56,49.46,258.4,Inorganic
7.64,149.68,6.89,21.04,0.3373,36.06,1.68,33.66,584.8,Inorganic
8.68,222.35,13.68,24.5,0.1078,28.72,2.54,22.97,1463.66,Inorganic
6.04,436.55,11.68,7.04,0.1617,20.19,3.13,43.51,186.99,Organic
7.81,424.57,4.05,10.55,0.1532,20.42,4.86,60.33,1156.7,Inorganic
7.91,350.9,6,23.09,0.3109,7.05,2.36,37.19,1720.64,Inorganic
6.36,302.16,7.88,19.81,0.4664,47.9,4.15,45.49,1712.28,Inorganic
6.95,473.49,11.58,14.58,0.4961,17.88,0.01,49.63,1112.72,Inorganic
8.6,207,12.88,19.14,0.1208,13.65,0.66,36.49,1962.12,Inorganic
7.06,225.46,6.39,21.36,0.1702,38.24,0.94,11.8,1444.38,Inorganic
6.88,242.14,2.69,25.46,0.4687,41.74,3.02,29.25,1571.05,Inorganic
6.39,96.99,4.62,28.73,0.1275,3.1,1.53,38.91,401.14,Inorganic
5.99,457.61,3.63,22.92,0.1752,0.84,4.89,15,803.7,Inorganic
7.66,54.92,4.61,21.5,0.198,7.96,2.79,74.24,484.82,Inorganic
7.61,395.03,12.39,27.79,0.1254,0.39,3.89,49.52,1150.72,Inorganic
8.1,469.71,2.82,11.22,0.3601,25.43,1.07,41.62,852.93,Inorganic
7.77,238.21,9.61,10.93,0.0331,46.05,1.18,24.06,172.87,Organic
8.01,249.94,10.86,21.44,0.1396,11.39,3.22,9.45,1747.17,Inorganic
6.86,229.35,10.5,21.98,0.3001,23.97,0.93,81.86,634.57,Inorganic
6.51,211.02,10.19,13.35,0.095,20.96,2.35,5.59,664.51,Organic
6.06,254.33,6.01,23.82,0.1275,3.52,1.09,91.84,181.82,Inorganic
8.53,115.05,5.04,5.22,0.0141,49.66,2.73,37.89,1557.63,Organic
7.08,367.63,11.85,9.67,0.0551,30.23,2.84,69.58,1855.12,Organic
7.29,440.35,13.69,4.48,0.1307,49.51,0.22,22.84,446.69,Organic
5.74,174.49,10.42,6.19,0.3085,40.97,3.94,92.14,694.3,Organic
5.61,81.04,11.96,19.09,0.2085,26.72,4.17,39.72,274.83,Inorganic
8.32,441.7,8.41,24.52,0.2045,9.37,1.2,67.46,1066.23,Inorganic
8.17,259.45,12.05,12.32,0.4329,28.33,4.85,81.25,1471.36,Inorganic
6.68,248.38,12.32,27.82,0.0546,19.54,1.9,59.74,666.02,Inorganic
8.2,456.7,5.12,6.08,0.2849,5.81,2.6,23.01,1887.64,Inorganic
8.87,148.65,2.7,9.03,0.2625,8.95,4.09,70.36,354.39,Inorganic
6.01,372.89,9.92,18.61,0.4923,28.05,0.85,20.65,758.16,Inorganic
8.04,487.89,7.05,14.88,0.3188,18.23,2.09,77.33,1648.81,Inorganic
8.84,188.56,2.17,28.21,0.2608,28.74,3.37,65.23,1359.92,Inorganic
7.41,398.6,10.88,19.79,0.1861,31.1,0.95,67.38,692.24,Inorganic
5.76,88.74,11.91,6.44,0.1787,17.35,0.61,7.39,479.05,Organic
8.61,438.96,2.71,1.77,0.2988,27.78,0.1,44.46,527.59,Organic
5.96,264.9,13.04,5.27,0.4121,44.6,3.97,20.03,1702.23,Organic
7.6,79.98,3.5,19.18,0.0403,38.92,1.71,0.5,1088.25,Inorganic
6.65,485.07,6.39,4.32,0.1909,29.24,4.85,83.42,1391.17,Organic
7.59,246.34,12.26,11.44,0.4722,11.65,2,1.98,702.5,Inorganic
8.95,265.02,11.01,14.13,0.4845,30.51,3.97,37.44,1562.08,Organic
5.54,418.04,3.01,12.47,0.1022,42.2,0.47,62.25,1673.08,Inorganic
6.64,197.17,13.22,4.39,0.4469,32.24,2.12,95.89,566.32,Organic
8.81,123.03,10.26,4.18,0.2919,23.72,3.51,26.39,78.81,Organic
6.99,92.6,11.44,24.9,0.17,38.81,1.97,88.43,185.95,Inorganic
5.94,356.05,4.37,13.42,0.1056,0.44,1.15,14.31,1040.98,Inorganic
7.06,265.21,6.58,23.2,0.1463,6.39,2.83,15.8,1336.33,Inorganic
7.58,187.48,6.25,3.62,0.1418,5.75,3.7,64.71,868.19,Inorganic
6.12,88.37,3.94,29.94,0.4824,7.32,2.9,60.5,72.68,Inorganic
7.71,466.76,11.06,11.74,0.3098,27.17,3.65,25.93,543.77,Organic
5.82,228.56,10.76,15.89,0.335,11.5,2.55,5.55,1013.88,Inorganic
8.68,372.36,6.74,28.89,0.0549,35.94,2.15,69.8,919.52,Inorganic
6,225.01,9.2,18.62,0.2873,28.49,2.53,81.7,972.4,Inorganic
8.48,271.03,9.94,22.47,0.2433,3.1,0.44,45.11,579.84,Inorganic
6.18,247.05,9.85,7.57,0.4056,32.76,4.27,28.59,913.69,Organic
6.52,197,6.02,27.79,0.034,30.21,4.3,73.29,323.93,Inorganic
8.46,342.4,10.89,21.11,0.456,4.56,4.43,66.29,1033.77,Inorganic
8.37,142.15,10.09,17.14,0.2287,11.1,4.49,40.09,1313.89,Inorganic
7.6,385.31,13.95,29.82,0.1194,7.09,2.8,5.33,1440.77,Inorganic
5.96,87.03,6.63,28.45,0.1206,47.81,3.22,94.14,201.03,Inorganic
7.18,470.14,5.05,24.79,0.2367,5.51,0.44,61.33,979.32,Inorganic
6.35,261.39,3.43,12.19,0.215,34.47,3.38,10.78,667.65,Organic
7.33,477.75,5.49,29.45,0.3113,49.92,1.95,89.3,1775.01,Inorganic
5.51,216.8,12.2,27.14,0.3606,49.93,4.24,51.82,679.18,Inorganic
5.75,155.74,11.18,6.69,0.2944,32.48,0.22,60.58,646.67,Organic
6.05,186.02,4.15,17.94,0.0062,26.31,4.38,68.82,1372.53,Inorganic
7.18,446.07,8.55,8.55,0.1889,4.92,0.85,36.71,1864.92,Inorganic
8.97,458.73,3.15,12.81,0.3827,38.66,1.9,63.91,397.47,Inorganic
8.79,439.62,7.11,23.02,0.04,45.66,2.17,18.72,201.5,Organic
6.19,381.57,5.51,2.39,0.4313,25.44,3.97,99.25,746.05,Inorganic
7.5,132.83,10.11,24.24,0.0868,16.96,2.62,68.5,1876.51,Inorganic
7.11,240.09,6.15,10.92,0.1805,21.6,1.55,62.69,834.31,Inorganic
5.86,91.86,11.54,2.79,0.0145,21.89,0.41,50.81,1929.47,Organic
8.5,483.84,2.88,1.32,0.2297,37.12,4.58,89.48,919.55,Organic
8.12,383.87,7.25,1.88,0.2294,25.66,4.67,72.75,1799.23,Organic
5.6,277.72,12.95,24.68,0.3174,8.06,4.54,67.28,1189.63,Inorganic
8.49,292.67,13.45,2.52,0.3331,38.28,2.77,96.44,113.25,Organic
8.91,64.4,9.39,5.56,0.4067,4.08,4.55,64.53,321.93,Inorganic
7.14,250.15,8.52,10.46,0.3469,17.59,0.03,90.27,661.57,Inorganic
5.72,129.61,3.21,3.99,0.4538,47.67,0.42,18.82,1753.32,Organic
7.41,371.03,7.2,19.61,0.5,21.35,3.84,9.78,1891.39,Inorganic
7.02,147.87,4.82,3.85,0.1242,34.61,2.14,75.14,220.22,Organic
6.77,232.01,3.86,14.55,0.4514,46.13,3.26,87.96,948.35,Inorganic
8.46,71.02,13.72,11.43,0.4108,20.11,3.47,52.98,335.07,Inorganic
6.38,55.43,5.34,22.59,0.1172,18.33,4.08,19.44,950.63,Inorganic
6.41,124.39,11.03,19.77,0.2471,19.34,0.84,12.89,131.62,Inorganic
6.74,185.05,11.14,8.95,0.0344,5.26,2.49,0.21,1271.64,Organic
8.49,59.34,7.23,26.14,0.3738,39.86,2.47,12.67,1858.54,Inorganic
6.17,494.95,3.13,15.47,0.064,13.4,0.14,71.5,1421.37,Inorganic
8.39,235.23,10.94,10.83,0.4298,39.87,3.51,82.74,1920.37,Organic
8.16,355.81,12.71,5.51,0.3026,11.89,1.28,67.73,400.53,Inorganic
8.59,320.65,2.29,22.13,0.1089,25.88,1.52,68.76,1149.22,Inorganic
5.73,208.05,3.33,12.93,0.2584,24.86,2.24,26.59,1944.71,Inorganic
8.23,151.01,6.28,25.48,0.3046,0.23,4.66,69.78,92.13,Inorganic
6.59,433.55,3.82,28.34,0.0169,16.63,0.53,6.18,215.98,Inorganic
6.61,432.65,12.09,28.86,0.1405,45.04,0.05,20.23,484.49,Inorganic
6.69,243.34,7.88,28.47,0.1386,22.8,1.13,79.3,263.91,Inorganic
8.51,207.6,9.71,16.93,0.1984,3.43,4.76,75.77,1640.67,Inorganic
7.28,383.28,8.09,25.23,0.2706,49.85,4.33,7.73,1749.73,Organic
6.09,218.11,5.85,20.2,0.0193,9.84,3.22,37.32,1773.76,Inorganic
7.84,475.93,13.34,14.03,0.1875,24.41,3.94,42.13,406.46,Organic
7.54,185.29,11.44,19.65,0.482,27.32,2.7,56.96,628.27,Inorganic
8.86,73.14,6.08,22.91,0.2091,32.66,1.81,91.22,205.42,Inorganic
6.81,265.51,10.44,5.69,0.38,12.57,2.33,43.63,884.67,Inorganic
6.76,77.71,13.74,26.42,0.3989,18.27,3.78,6.25,1879.96,Inorganic
7.56,178.54,11.38,18.91,0.3572,19.66,4.12,89.54,966.46,Inorganic
7.49,435.71,4.66,13.11,0.0759,31.82,3.28,29.37,1541.32,Organic
8.83,190.82,13.25,18.98,0.3622,30.65,1.36,9.93,1160.47,Organic
7.3,472.69,11.58,15.2,0.4583,10.7,4.03,89.78,552.95,Inorganic
7.14,67.18,13.7,24.45,0.096,11.82,0.59,35.62,1037.36,Inorganic
7.39,100.46,4.48,1.3,0.0329,23.07,3.14,71.7,1807.15,Organic
6.27,109.02,2.67,21.33,0.2095,0.56,4.09,46.15,930.86,Inorganic
5.67,289.97,9.73,21.42,0.1899,45.71,1.65,83.87,838.03,Inorganic
8.57,188.11,9.32,11.92,0.2566,40.16,1.25,72.08,1405.44,Organic
7.04,91.94,8.4,20.01,0.2153,43.91,2.11,44.59,1453.61,Inorganic
6.73,453.12,7.75,11.3,0.0165,15.33,3.03,3.59,1184.9,Organic
8.87,258.48,5.92,18.52,0.0215,0.3,2.36,79.24,532.2,Inorganic
5.88,449.81,12.84,29.7,0.1474,13.84,4.36,73.37,452.03,Inorganic
8.5,386.23,2.61,27.24,0.0113,17.22,0.13,99.72,933.35,Inorganic
7.77,436.83,12.43,23.33,0.3298,42.47,2.65,61.78,666.75,Inorganic
7.92,63.44,8.12,9.01,0.2589,15.2,4.73,37.77,1921.55,Inorganic
7.22,342.44,5.06,6.49,0.3215,49.88,3.71,82.99,1663.76,Organic
8.93,184.93,2.18,19.6,0.1508,37.92,3.23,36.54,1651.72,Inorganic
6.89,423.24,11.23,8.35,0.3254,3.01,1.24,73.28,324.74,Inorganic
8.7,56.52,3.17,11.79,0.2543,3.62,2.86,98.1,902.2,Inorganic
8.29,81.69,11.52,13.46,0.3767,23.78,0.12,19.98,630.58,Inorganic
8.75,328.64,13.45,5.89,0.1062,37.53,3.7,99.12,462.8,Organic
6.1,246.48,11.28,7.8,0.0103,14.5,1.61,36.73,261.87,Organic
6.56,284.62,4.19,22.69,0.0238,42.58,2.61,34.44,1342.33,Inorganic
7.34,356.05,12.18,26.82,0.1526,18.59,3.44,30.56,1113.49,Inorganic
8.77,231.68,12.57,7.06,0.263,10.08,3.48,42.08,1423.22,Organic
6.68,429.87,2.16,21.62,0.4762,3.9,0.05,44.07,1386.03,Inorganic
7.4,136.32,12.62,25.39,0.3535,13.47,2.63,40.36,654.71,Inorganic
8.89,482.77,11.82,22.49,0.3477,36.71,2.65,96.28,433.46,Inorganic
7.29,371.35,11.28,24.77,0.4228,41.05,0.25,91.58,297.59,Inorganic
7.39,403.39,4.65,29.26,0.3053,44.54,3.57,16.87,1853.54,Inorganic
7.85,492.56,11.66,14.61,0.2539,13.14,1.25,83.26,1900.67,Inorganic
6.75,180.09,12.21,14.75,0.3214,44.94,4.75,71.23,813.55,Organic
7.57,473.67,2.91,11.45,0.0479,45.02,0.03,46.12,791.38,Organic
6.3,373.39,2.55,28.47,0.1798,35.2,2.19,41.68,899.46,Inorganic
6.33,282.82,2.05,26.51,0.238,21.16,2.86,99.37,1584.71,Inorganic
7.33,129.6,7.48,29.2,0.2183,12.3,4.73,10.11,431.62,Inorganic
6.59,375.13,5.11,11.3,0.1752,49.99,1.02,49.32,1146.49,Organic
7.34,256.82,6.01,18.79,0.0145,39.33,0.63,4.35,931.89,Organic
6.15,342.13,3.35,5.59,0.2699,26.88,0.34,46.89,1831.57,Inorganic
5.96,112.97,4.01,1.14,0.3687,2.9,2.72,70.82,1545.81,Inorganic
5.51,229.28,4.14,11.92,0.4306,14.23,1.51,35.54,1280.03,Inorganic
7.05,372.1,3.01,24.24,0.3974,36.51,4.07,57.35,1282.24,Inorganic
8,264.32,11.15,16.17,0.2117,18.06,2.25,38.58,1862.41,Inorganic
8.06,106.66,11.63,10.83,0.3503,2.72,4.02,44.12,598.15,Inorganic
8.19,145.28,12.95,10.34,0.2808,24.07,3.96,42.95,274.94,Organic
7.06,284.05,10.06,26.72,0.1399,37.53,0.18,62.6,140.23,Inorganic
8.63,262.81,5.72,17.66,0.3534,30.74,3.46,11.31,233.32,Inorganic
8.05,428.41,8.3,25.19,0.0182,3.57,4.62,36.49,298.72,Inorganic
5.94,348.49,13.61,14.69,0.3006,47.18,3.19,81.8,1314.12,Organic
8.93,140.81,8.66,13.36,0.0667,16.35,1.6,97.09,425.68,Inorganic
6.94,250.12,4.83,27.74,0.4588,13.81,0.76,44.58,416.86,Inorganic
8,297.05,3.41,22.1,0.0567,48.16,2.72,17.99,464.29,Inorganic
6.02,418.2,12.69,20.7,0.3025,37.4,3.89,5.62,424.8,Organic
6.46,306.82,7.67,21.96,0.158,42.39,0.77,52.87,596.32,Inorganic
6.26,291.21,4.15,18.24,0.408,10.23,4.62,70.25,1590.51,Inorganic
5.54,103.7,12.9,19.33,0.183,38.18,0.27,5.14,258.48,Organic
8.01,331.91,7.68,20.47,0.3561,22.87,1.35,0.2,1466.81,Inorganic
6.4,100.75,7.07,12.86,0.1744,2.75,0.5,56.54,1906.92,Inorganic
8.24,125.22,7.14,19.52,0.432,42.04,3.01,69.16,1888.06,Inorganic
7.8,206.3,2.82,25.8,0.2226,25.83,1.93,18.84,135.01,Inorganic
7.99,422.22,8.65,24.44,0.4441,42.36,0.06,28.56,400.29,Inorganic
7,476.19,10.78,1.23,0.3981,38.37,0.36,21.44,936.05,Organic
5.89,198.72,10.46,11.26,0.2855,19.73,0.79,82.3,1596.31,Inorganic
6.37,395.62,5.36,27.94,0.4344,12.34,3.72,46.87,1272.58,Inorganic
8.53,236.22,10.92,27.4,0.1093,2.81,2.04,97.4,654.82,Inorganic
8.39,137.27,9.14,7.72,0.3335,28.46,2.47,83.13,412.61,Organic
6.54,127.5,4.78,7.42,0.0077,22.11,1.09,11.28,666.38,Organic
7.02,82.61,12.37,15.33,0.4625,31.67,2.54,32.19,104.87,Organic
6.89,128.92,9.2,17.03,0.4523,38.34,2.6,26.89,219.66,Organic
6.73,342.78,7.17,4.37,0.0215,27.74,2.54,68.01,1562.21,Organic
8.81,256.48,8.79,28.34,0.1666,44.46,3.22,43.38,1900.16,Inorganic
6.55,227.59,7.83,22.11,0.4511,4.84,3.39,98.74,249.41,Inorganic
8.18,65.02,4.42,10.05,0.1327,21.49,4.72,52.19,295.02,Inorganic
6.27,120.26,9.66,27.74,0.4084,23.26,1.13,65.09,1173.48,Inorganic
6.27,390.07,13.25,11.37,0.2518,12.18,2.3,44.8,1339.25,Inorganic
7.42,214.1,3.35,11.08,0.4286,2.44,3.55,89.85,1211.12,Inorganic
7.35,195.36,9.79,27.66,0.3063,4.67,3.96,91.79,1743.03,Inorganic
8.92,196.28,8.38,10.72,0.4426,12.88,1.96,18.94,1169.75,Inorganic
7.17,85.02,3.24,11.72,0.2056,49.46,4.88,92.37,1364.12,Organic
5.76,312.7,9.26,14.71,0.4095,29.14,3.25,42.1,956.16,Inorganic
5.86,54.99,12.24,20.32,0.1719,14.24,4.47,70.73,1597.22,Inorganic
6.47,238.13,8.19,2.66,0.0333,3.35,4.23,42.92,735.99,Inorganic
7.99,170.53,9.52,1.66,0.1602,4.36,4.03,10.25,1619.77,Organic
6.4,424.81,4.88,14.44,0.4801,25.62,3.31,83.5,1205.31,Inorganic
6.28,325.78,4.62,16.88,0.4293,38.33,1.19,41.63,1293.66,Inorganic
6.7,99.83,11.98,13.63,0.2644,24.44,1.71,88.93,1358.26,Inorganic
7.39,432.02,11.42,26.89,0.2132,13.33,1.42,26.42,345.27,Inorganic
5.62,412.06,6.23,9.45,0.2049,24.57,2.77,54.99,1915.99,Inorganic
6.79,167.98,8.97,15.5,0.4693,3,3.94,69.39,110.7,Inorganic
8.38,209.93,6.27,23.39,0.4999,28.67,4.7,4.37,1691.13,Inorganic
6.21,497.35,10.82,25.19,0.0878,28.83,4.4,3.8,369.29,Inorganic
5.98,406.73,12.1,8.31,0.4222,4.43,0.67,16.36,1184.39,Inorganic
7.28,485.88,10.17,2.9,0.0422,15.95,1.12,34.09,1292.27,Organic
7.49,466.12,10.57,14.87,0.1198,15.66,1.6,25.77,1566.52,Inorganic
8.95,56.39,5.74,4.82,0.3312,7.93,2.49,70.72,691.2,Inorganic
7.21,493.08,5.37,22.75,0.3725,29.76,2.02,88.94,67.18,Inorganic
8.58,162.11,7.72,11.82,0.0607,4.39,4.77,38.37,897.62,Inorganic
7.93,184.41,13.72,7.72,0.1237,37.55,0.63,30.43,1043.48,Organic
8.04,201.3,11.49,1.53,0.2002,40.2,2.9,61.08,1797.61,Organic
5.8,210.42,10.93,10.77,0.0939,17.26,0.83,55.55,1090.35,Inorganic
6.82,408.68,10.3,22.29,0.3114,34.27,2.58,11.9,456.03,Inorganic
6.2,409.4,8.84,19.39,0.4178,39.53,2.52,32.38,1261.98,Inorganic
7.42,405.87,10.29,15.56,0.1639,23.5,1.95,53.56,437.79,Inorganic
8.4,385.28,9.21,28.11,0.2929,30.61,2.16,37.5,72.19,Inorganic
7.51,146.11,4.4,17.5,0.3946,44.03,2.5,93.69,590.87,Inorganic
7.87,392.79,2.94,24.79,0.4801,29.9,4.17,55.64,1279.23,Inorganic
7.02,376.26,8.32,15.22,0.1413,22.92,2.41,87.49,1461.97,Inorganic
8.47,454.21,9.25,19.81,0.342,9.15,2.68,27.27,186.08,Inorganic
8.71,285.01,6.13,7.07,0.4293,15.22,1.94,47.93,675.34,Inorganic
7.26,50.56,3.62,13.27,0.0204,35.78,0.09,93.47,1244.24,Inorganic
6.99,161.05,12.53,20.79,0.0254,41.99,0.34,50.15,119.13,Organic
8.45,470.25,8.2,16.04,0.061,14.28,4.28,75.32,1995.24,Inorganic
8.66,279.81,3.71,15.29,0.3583,1.02,4.56,14.28,60.88,Inorganic
6.66,218.31,9.74,28.51,0.4866,49.93,3.88,18.75,1844.88,Inorganic
7.33,357.46,5.92,23.48,0.2368,17.7,1.93,39.35,232.75,Inorganic
6.16,126.01,12.17,27.48,0.4793,47.6,2.52,45.04,1139.86,Inorganic
7.12,337.28,3.07,28.99,0.2125,44.07,2.27,95.76,1738.41,Inorganic
6.44,253.73,13.43,25.65,0.4524,33.66,2.38,84.72,1160.43,Inorganic
5.7,310.36,7.6,23.22,0.287,5.12,2.35,4.84,1388.1,Inorganic
7.99,228.08,9.61,16.44,0.0513,13.4,2.32,84.12,521.78,Inorganic
5.81,473.41,10.05,20.31,0.2307,7.32,0.99,5.26,1711.96,Inorganic
8.85,103.28,2.61,28.97,0.2786,6.51,1.6,59.09,928.91,Inorganic
8.2,417.38,10.66,3.88,0.3163,14.44,4.32,73.79,1547.1,Organic
6.54,249.81,5.81,10.79,0.1202,14.48,2.42,72.29,1230.16,Inorganic
8.61,95.21,11.87,20.28,0.4316,4.35,1.83,52.2,1657.28,Inorganic
5.84,215.29,2.01,22.67,0.3044,3.58,4.18,16.91,733.19,Inorganic
8.79,225.01,12.3,28.26,0.1243,15.47,1.04,65.48,1625.37,Inorganic
6.68,306.91,2.72,5.34,0.117,23.8,0.24,5.94,803.98,Organic
6.32,166.54,11.92,9.17,0.4131,42.74,1.51,31.58,1000.09,Organic
6.46,140.47,5.43,25.74,0.213,13.31,1.72,83.83,50.52,Inorganic
5.66,361.22,12.01,16.28,0.1596,26.96,0.93,89.17,913.89,Inorganic
7.93,117.14,8.95,11.36,0.3305,25.36,3.83,34.2,273.55,Organic
6.47,238.44,4.99,7.03,0.0586,38.67,0.97,8.73,930.63,Organic
6.29,350.33,5.86,11.62,0.4633,42.92,4.52,87.25,1562.41,Inorganic
8.33,278.46,10.96,7.62,0.22,48.1,1.43,56.27,1306.04,Organic
8.26,76.12,5.46,21.65,0.2662,15.49,4.4,28.07,1996.37,Inorganic
6.87,133.9,10.88,11.04,0.402,25.46,3.88,2.27,1756.69,Organic
6.14,72.27,12.12,12.74,0.212,1.89,2.37,40.55,373.06,Inorganic
8.75,354.21,9.68,1.69,0.3533,11.33,4.59,53.69,1861.06,Organic
7.02,75.6,7.42,19.07,0.4663,10.04,3.85,55.34,1222.04,Inorganic
8.78,413.45,8.67,19.39,0.3845,44.39,0.64,62.29,351.17,Inorganic
6.7,219.02,6.02,22.11,0.3316,27.84,2.32,62.89,1026.87,Inorganic
8.27,179.26,7.69,3.39,0.0526,20.9,2.38,70.56,555.96,Organic
6.52,181.53,5.97,11.25,0.3598,23.16,2.11,93.69,1550.96,Inorganic
7.96,348.7,13.81,10.05,0.0237,32.37,0.63,72.93,644.42,Organic
6.56,459.92,8.44,20.73,0.2783,23.11,2.85,24.47,957.56,Inorganic
8.94,108.93,9.51,18.13,0.1965,2.67,1.71,17.86,235.86,Inorganic
7.51,481.36,6.25,3.68,0.3659,1.03,1.94,55.36,944.22,Inorganic
7.16,493.76,13.07,26.46,0.0914,19.73,1.45,57.34,1563.05,Inorganic
6.55,95.63,10.85,29.7,0.0406,30.54,0.52,95.79,185.41,Inorganic
6.38,111.65,3.68,9.94,0.4706,23,2.73,8.51,403.86,Inorganic
6.67,183.65,10.89,21.76,0.4045,5.76,0.48,75.05,1754.37,Inorganic
8.72,126.95,10.33,11.76,0.4394,4.5,2.14,54.97,1864.88,Inorganic
6.12,218.82,12.06,26.62,0.0843,42.24,2.59,82.81,1697.81,Inorganic
7.51,159.05,11.7,3.91,0.033,24.26,2.58,21.74,351.55,Organic
8.45,424.97,11.23,23.7,0.1309,43.84,1.68,2.02,257.24,Organic
6.22,308.84,12.37,29.74,0.0731,13.76,2.57,18.18,397.5,Inorganic
6.91,339.97,10.44,14.15,0.4775,27.05,4.43,77.56,1242.09,Inorganic
6.73,186.54,8.57,14.87,0.1802,1.59,2.98,15.68,204.84,Inorganic
5.93,300.67,12.45,7.99,0.2424,8.08,4.48,31.76,1000.31,Organic
6.6,291.53,8.17,8.39,0.3805,2.67,0.33,88.6,746.23,Inorganic
7.56,388.92,7.81,4.67,0.4142,11.3,0.67,38.4,449.96,Inorganic
8.62,150.24,10.53,20.56,0.0797,19.11,4.24,48.33,389.15,Inorganic
7.26,277.36,12.28,26.14,0.2769,23.14,3.05,6.66,1611.52,Inorganic
7.2,105.75,9.47,12.22,0.3954,49.14,1.08,76.04,762.88,Organic
5.7,357.47,3.22,9.98,0.2949,35.63,0.43,43.3,1012.48,Inorganic
